problem I,problem G,sol len,custom_time,custom_explored,custom_frontier,lmc_time,lmc_explored,lmc_frontier,LA_time,LA_explored,LA_frontier,LA_used2,PLA_time,PLA_explored,PLA_frontier,PLA_used2
"[[1, 1, 2, 1, 2, 0], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 2, 1], [1, 1, 1, 2, 1, 1], [1, 2, 1, 2, 1, 3], [1, 0, 0, 1, 2, 1]]",-,22,0.438826799,652,444,1.385296822,106,140,1.477018833,106,140,230,1.305542469,146,162,178
"[[1, 2, 1, 2, 2, 1], [3, 1, 1, 1, 2, 2], [1, 1, 1, 1, 1, 0], [1, 2, 1, 1, 1, 1], [1, 1, 1, 1, 1, 0], [1, 1, 2, 1, 1, 1]]",-,23,0.856744289,959,402,2.071459293,174,161,2.110358,174,161,319,1.665514469,192,176,274
"[[0, 2, 1, 1, 1, 2], [1, 2, 1, 0, 1, 2], [1, 1, 1, 1, 1, 1], [1, 1, 2, 1, 2, 1], [1, 1, 1, 1, 1, 1], [0, 3, 2, 1, 0, 1]]",-,21,0.13566947,287,144,0.373004436,35,43,0.364024639,35,43,69,0.558506489,80,82,88
"[[2, 1, 1, 0, 1, 1], [1, 0, 2, 2, 2, 1], [1, 1, 1, 2, 1, 1], [1, 1, 2, 1, 1, 2], [1, 1, 3, 2, 2, 1], [1, 2, 1, 1, 1, 2]]",-,,120,,,41.97505927,1890,1959,40.63646388,1890,1959,3879,38.41945601,2010,2039,3480
"[[1, 1, 0, 2, 1, 2], [1, 0, 1, 1, 0, 0], [1, 1, 2, 1, 2, 2], [2, 3, 1, 1, 1, 1], [2, 1, 2, 1, 1, 2], [1, 1, 2, 1, 1, 1]]",-,29,10.34131551,4669,2242,2.747686863,133,135,2.343700647,133,135,264,2.493367195,287,267,308
"[[2, 2, 1, 1, 1, 3], [2, 1, 1, 1, 0, 2], [1, 1, 1, 0, 1, 1], [1, 1, 2, 2, 1, 0], [1, 1, 1, 1, 2, 1], [1, 1, 2, 1, 2, 1]]",-,27,1.263620377,1348,814,1.142912626,81,102,1.328479528,81,102,166,1.144940615,113,132,168
"[[1, 1, 1, 1, 0, 0], [1, 1, 2, 1, 1, 2], [1, 1, 2, 1, 0, 1], [2, 1, 1, 0, 1, 1], [1, 3, 2, 0, 2, 1], [1, 1, 1, 1, 0, 1]]",-,21,0.213428259,467,162,0.598399162,52,66,0.605386734,52,66,119,0.58642602,154,91,99
"[[1, 2, 1, 2, 1, 1], [1, 1, 1, 1, 3, 2], [1, 2, 1, 2, 2, 1], [1, 1, 2, 1, 1, 0], [1, 1, 2, 1, 1, 1], [1, 1, 1, 2, 1, 1]]",-,24,5.984000921,3052,2196,2.065442562,122,180,2.594580173,122,180,286,2.191141367,194,261,275
"[[2, 1, 1, 1, 0, 2], [2, 1, 1, 1, 1, 1], [1, 1, 1, 1, 2, 3], [1, 1, 1, 2, 1, 1], [1, 1, 1, 1, 2, 1], [1, 1, 1, 1, 2, 2]]",-,27,1.435194492,1784,575,4.647573709,310,276,5.521628618,310,276,563,3.974755526,312,276,483
"[[1, 1, 1, 1, 3, 1], [1, 1, 1, 1, 2, 0], [2, 1, 2, 1, 2, 1], [1, 1, 1, 0, 1, 2], [2, 2, 1, 1, 1, 1], [1, 1, 2, 1, 1, 1]]",-,23,0.932539225,1002,816,1.438153028,110,128,1.357373953,110,128,221,1.202749252,129,137,185
"[[1, 1, 1, 1, 1, 0], [1, 1, 3, 1, 2, 2], [0, 1, 2, 2, 2, 2], [2, 1, 1, 1, 1, 1], [2, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1]]",-,19,0.364026546,435,503,0.592383862,33,64,0.511664867,33,64,79,0.930511713,110,157,138
"[[2, 1, 1, 0, 1, 1], [1, 1, 1, 3, 1, 1], [2, 1, 1, 1, 1, 1], [1, 1, 2, 1, 1, 1], [1, 1, 2, 1, 1, 1], [0, 1, 1, 1, 1, 1]]",-,14,0.031913996,69,44,0.299231291,31,36,0.216422081,31,36,50,0.159587145,39,39,31
,,,,,,,,,,,,,,,,
"[[1, 1, 1, 1, 1, 1], [1, 1, 2, 1, 1, 0], [2, 1, 1, 1, 3, 1], [1, 1, 1, 0, 0, 1], [1, 1, 1, 1, 1, 1], [1, 2, 2, 1, 2, 1]]",-,18,0.102724791,162,108,0.453786612,37,40,0.375030279,37,40,66,0.335102081,62,55,63
"[[0, 0, 1, 2, 1, 1], [1, 1, 1, 2, 3, 1], [2, 1, 1, 1, 1, 1], [1, 1, 2, 1, 1, 1], [2, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 0]]",-,16,0.06283164,130,89,0.371952295,51,44,0.361017466,51,44,79,0.251327515,75,62,47
"[[1, 1, 1, 2, 1, 1], [1, 2, 2, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 1, 2, 1, 1], [1, 1, 1, 0, 3, 1], [0, 1, 2, 1, 1, 2]]",-,20,0.097736835,200,166,0.271309853,27,39,0.315159321,27,39,50,0.352414846,61,63,58
"[[1, 1, 1, 1, 2, 2], [2, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 2], [1, 0, 0, 2, 1, 1], [1, 1, 1, 1, 3, 2], [2, 2, 2, 1, 1, 1]]",-,28,1.862637997,2197,803,1.041216373,75,65,1.073130608,75,65,132,1.198828459,154,123,148
"[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 2, 0], [1, 1, 1, 1, 1, 2], [2, 1, 1, 1, 2, 2], [1, 1, 2, 1, 3, 1], [2, 0, 0, 1, 1, 2]]",-,25,1.805173635,1813,743,3.712076426,284,247,3.570456266,284,247,527,3.346049309,303,254,435
"[[1, 1, 1, 1, 2, 1], [1, 0, 1, 1, 1, 1], [0, 2, 1, 1, 1, 1], [1, 2, 1, 0, 1, 2], [1, 1, 1, 1, 1, 1], [0, 1, 1, 3, 1, 1]]",-,18,0.054854393,136,56,0.535567522,76,51,0.45179224,76,51,108,0.335072041,84,54,71
"[[1, 1, 1, 1, 2, 0], [1, 2, 1, 1, 1, 0], [0, 0, 1, 2, 1, 1], [1, 1, 1, 1, 3, 1], [1, 1, 1, 1, 1, 1], [1, 1, 2, 2, 0, 1]]",-,19,0.129653692,249,130,0.952490091,108,97,0.797897577,108,97,175,0.65425086,113,105,132
"[[1, 1, 1, 2, 1, 1], [0, 1, 2, 0, 1, 1], [1, 2, 1, 1, 1, 0], [1, 1, 1, 1, 0, 0], [1, 2, 1, 0, 1, 1], [2, 1, 1, 1, 1, 3]]",-,18,0.035901785,79,66,0.194449425,22,31,0.149633408,22,31,36,0.172502756,34,43,38
"[[1, 1, 0, 1, 1, 1], [1, 1, 1, 1, 3, 0], [2, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [2, 2, 1, 1, 1, 1], [0, 1, 0, 1, 1, 1]]",-,11,0.01396203,19,19,0.08078742,13,16,0.051858664,13,16,17,0.018948317,19,19,0
"[[1, 0, 1, 1, 1, 1], [2, 2, 1, 1, 1, 0], [1, 1, 1, 0, 1, 1], [0, 2, 1, 0, 1, 1], [1, 3, 1, 1, 1, 1], [1, 2, 1, 2, 1, 2]]",-,19,0.120643616,260,134,0.754018307,82,71,0.777551889,82,71,131,0.531588078,86,70,99
"[[0, 2, 1, 1, 0, 1], [2, 1, 1, 1, 2, 1], [0, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 2], [1, 0, 1, 1, 0, 1], [3, 1, 1, 1, 1, 1]]",-,19,0.059839964,103,58,0.26731658,44,24,0.256281137,44,24,63,0.196477413,55,31,44
"[[1, 1, 1, 0, 1, 0], [1, 1, 1, 1, 1, 2], [2, 2, 1, 1, 3, 1], [1, 1, 0, 1, 1, 1], [2, 1, 1, 1, 2, 0], [0, 1, 1, 2, 1, 1]]",-,21,0.196475744,374,224,0.74002099,72,80,0.706823111,72,80,127,0.652835369,104,107,115
"[[1, 2, 1, 1, 1, 1], [2, 1, 1, 1, 2, 1], [2, 1, 0, 1, 1, 1], [1, 1, 1, 2, 2, 2], [1, 2, 1, 0, 2, 1], [3, 0, 1, 1, 1, 1]]",-,28,5.595396757,3408,1893,4.18979311,324,323,4.357347965,324,323,604,4.093061924,345,333,545
"[[1, 0, 2, 1, 1, 1], [1, 1, 1, 2, 1, 1], [2, 2, 1, 1, 0, 1], [1, 0, 1, 1, 0, 2], [1, 1, 2, 1, 1, 1], [1, 0, 3, 1, 2, 0]]",-,24,0.709072828,969,423,1.296565056,116,129,1.3912673,116,129,234,1.403279543,188,156,198
"[[2, 1, 1, 1, 2, 0], [1, 2, 1, 1, 2, 1], [2, 1, 2, 1, 0, 2], [2, 1, 1, 1, 2, 0], [3, 1, 2, 1, 1, 1], [0, 1, 1, 1, 1, 1]]",-,31,38.91173244,11205,4000,12.13207769,895,718,13.94913197,895,718,1618,11.04350591,975,790,1244
"[[2, 2, 1, 2, 1, 1], [3, 2, 1, 1, 1, 1], [1, 1, 2, 1, 1, 1], [2, 2, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 2, 1, 2, 1]]",-,27,11.42406678,5388,1936,13.33507848,899,751,13.61557555,899,751,1638,11.82758665,940,775,1348
"[[1, 1, 1, 1, 2, 3], [1, 2, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 2, 2, 2, 2, 1], [0, 1, 1, 1, 1, 1], [0, 1, 1, 1, 0, 1]]",-,15,0.033875704,60,91,0.18849802,15,38,0.143641949,15,38,33,0.054885864,60,91,0
"[[1, 1, 0, 1, 1, 1], [2, 1, 2, 1, 1, 2], [1, 2, 2, 2, 1, 1], [1, 1, 1, 1, 1, 1], [1, 0, 2, 1, 1, 1], [1, 2, 1, 3, 2, 1]]",-,27,10.16499782,4378,2451,3.66535449,234,359,3.534534931,234,359,541,4.183814287,326,494,582
"[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 0], [1, 2, 1, 1, 1, 1], [1, 1, 1, 1, 2, 1], [1, 1, 1, 1, 3, 1], [1, 2, 2, 1, 1, 1]]",-,13,0.033906698,64,67,0.223403215,23,36,0.160570383,23,36,37,0.053855896,64,67,0
"[[2, 1, 3, 1, 2, 1], [1, 1, 1, 1, 2, 0], [1, 2, 1, 1, 1, 2], [1, 1, 1, 1, 1, 1], [2, 0, 0, 1, 2, 1], [0, 1, 0, 2, 0, 1]]",-,30,3.336080551,3354,899,6.187033176,555,355,6.060795069,555,355,875,5.795629501,571,360,731
"[[0, 2, 1, 1, 1, 1], [0, 2, 1, 1, 1, 1], [1, 1, 2, 0, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 3, 1, 1], [1, 1, 2, 1, 2, 2]]",-,18,0.061834812,124,77,0.354054213,32,41,0.311199903,32,41,58,0.346075296,54,55,57
"[[1, 1, 1, 1, 1, 1], [3, 2, 1, 1, 1, 1], [1, 1, 0, 1, 1, 1], [1, 2, 2, 1, 0, 2], [1, 1, 0, 1, 1, 2], [1, 1, 1, 1, 2, 1]]",-,17,0.063798189,121,76,0.366051435,25,34,0.267256021,25,34,47,0.328155518,68,76,52
"[[2, 1, 1, 1, 1, 3], [2, 1, 1, 1, 1, 1], [1, 1, 1, 0, 1, 2], [1, 2, 1, 1, 1, 2], [2, 1, 1, 1, 2, 0], [0, 1, 1, 1, 1, 1]]",-,22,0.176531315,306,213,0.514621735,45,45,0.581447124,45,45,68,0.43982172,72,73,76
"[[1, 1, 1, 1, 1, 1], [1, 2, 0, 2, 0, 0], [2, 1, 1, 1, 1, 2], [1, 1, 1, 1, 1, 1], [0, 1, 1, 1, 1, 1], [1, 2, 1, 3, 0, 1]]",-,20,0.105714798,223,125,0.524605274,70,53,0.600386858,70,53,110,0.377990007,84,65,76
"[[1, 3, 1, 1, 1, 1], [0, 1, 1, 1, 1, 0], [1, 1, 1, 1, 1, 2], [1, 0, 2, 2, 1, 1], [1, 2, 1, 1, 2, 1], [0, 1, 1, 1, 0, 2]]",-,22,0.264297009,435,248,1.754305124,181,140,1.484032154,181,140,290,1.070105791,184,141,195
"[[1, 1, 1, 0, 1, 1], [2, 1, 1, 1, 2, 1], [1, 1, 2, 1, 1, 1], [1, 1, 2, 1, 0, 1], [3, 1, 1, 1, 1, 1], [1, 1, 1, 2, 1, 0]]",-,19,0.279253483,296,163,1.091082573,110,116,0.958446741,110,116,198,0.748958111,126,121,132
"[[2, 2, 0, 2, 1, 0], [2, 1, 1, 2, 1, 1], [2, 1, 2, 2, 3, 1], [2, 1, 1, 2, 1, 1], [1, 2, 1, 2, 1, 2], [1, 1, 1, 2, 1, 2]]",-,,120,,,87.01854396,3544,4051,87.21553278,3544,4051,7580,86.89136434,3725,4136,7056
"[[1, 2, 2, 1, 1, 1], [0, 1, 1, 2, 0, 1], [3, 0, 2, 1, 0, 0], [1, 2, 1, 1, 1, 1], [1, 2, 1, 1, 1, 2], [1, 1, 2, 1, 1, 1]]",-,27,2.139245272,2072,980,5.095369816,419,354,4.934806347,419,354,746,4.320414782,437,357,629
"[[1, 1, 1, 2, 0, 1], [0, 1, 2, 2, 1, 2], [1, 1, 1, 2, 1, 1], [1, 1, 1, 1, 1, 2], [1, 0, 2, 1, 1, 1], [1, 1, 3, 2, 2, 2]]",-,26,9.460855246,3598,2981,1.841044426,142,182,1.84310627,142,182,277,2.57113719,259,309,345
"[[1, 1, 1, 1, 1, 1], [1, 0, 1, 1, 1, 0], [1, 1, 2, 3, 1, 1], [1, 1, 0, 1, 0, 1], [1, 1, 1, 1, 1, 1], [1, 2, 1, 2, 1, 1]]",-,10,0.011970043,27,25,0.107708693,14,21,0.072807312,14,21,22,0.023935556,27,25,0
"[[1, 1, 0, 1, 1, 0], [2, 1, 2, 2, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 2, 1], [1, 0, 1, 3, 1, 0], [1, 1, 0, 1, 1, 1]]",-,12,0.01994586,38,54,0.125628471,13,28,0.068849087,13,28,20,0.033909798,38,54,0
"[[3, 1, 1, 1, 1, 0], [1, 0, 1, 1, 2, 1], [1, 1, 1, 0, 1, 1], [2, 1, 1, 1, 1, 2], [1, 1, 1, 1, 1, 2], [2, 1, 1, 0, 1, 1]]",-,20,0.072806597,154,86,0.439823151,44,37,0.441787004,44,37,71,0.290257215,55,40,46
"[[1, 1, 1, 1, 1, 2], [1, 1, 2, 0, 1, 1], [2, 1, 1, 2, 1, 3], [1, 1, 1, 1, 2, 1], [0, 1, 1, 1, 1, 1], [1, 2, 1, 1, 1, 0]]",-,23,0.532576323,745,262,2.916203976,212,179,3.389935255,212,179,387,2.323299408,224,175,293
"[[1, 2, 1, 1, 1, 1], [2, 1, 1, 1, 2, 1], [1, 0, 1, 1, 2, 1], [1, 1, 1, 1, 1, 3], [1, 0, 1, 1, 1, 1], [0, 2, 1, 1, 1, 1]]",-,21,0.189491272,301,90,1.026256084,100,45,1.016282797,100,45,139,0.713095188,132,65,83
"[[1, 1, 1, 1, 0, 1], [3, 1, 1, 2, 1, 1], [1, 1, 1, 1, 0, 1], [0, 2, 0, 2, 1, 2], [1, 2, 2, 2, 1, 1], [2, 1, 1, 1, 0, 1]]",-,24,2.157231569,1688,985,3.684149742,229,329,5.010602951,229,329,538,3.195458651,276,325,434
"[[1, 2, 2, 2, 1, 1], [2, 1, 1, 1, 1, 2], [1, 3, 2, 1, 1, 2], [2, 1, 2, 1, 2, 1], [1, 1, 1, 1, 1, 2], [1, 0, 1, 1, 1, 1]]",-,29,71.40467095,10441,6656,8.24695015,388,433,8.228999376,388,433,801,8.075406075,458,514,726
"[[1, 0, 2, 2, 1, 1], [3, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 0], [1, 2, 1, 1, 2, 1], [1, 1, 1, 1, 1, 1]]",-,16,0.055850506,83,57,0.550530434,44,44,0.368014574,44,44,61,0.282247305,56,53,38
"[[1, 2, 1, 2, 2, 2], [1, 1, 2, 1, 1, 1], [0, 1, 1, 1, 2, 1], [2, 1, 1, 1, 1, 1], [1, 1, 1, 3, 1, 1], [1, 2, 1, 0, 2, 1]]",-,30,13.46750021,5511,2215,8.951069117,526,476,9.314095259,526,476,996,8.592533827,541,477,899
"[[2, 1, 1, 1, 1, 1], [1, 1, 1, 2, 1, 1], [1, 2, 1, 2, 1, 1], [0, 2, 1, 2, 1, 1], [1, 1, 1, 1, 1, 2], [1, 1, 3, 1, 2, 1]]",-,25,2.618000269,1701,1062,5.066454887,210,269,3.698111773,210,269,436,3.61832571,257,305,408
"[[0, 2, 1, 0, 1, 2], [2, 1, 1, 1, 1, 1], [1, 1, 2, 1, 1, 1], [1, 2, 1, 1, 1, 2], [1, 1, 3, 1, 1, 2], [2, 1, 2, 1, 2, 1]]",-,33,67.26923227,13696,4610,17.16963434,901,644,16.81800389,901,644,1544,13.50589061,967,695,1220
"[[1, 1, 1, 1, 1, 2], [1, 2, 2, 1, 1, 2], [2, 1, 1, 1, 1, 2], [1, 1, 3, 1, 1, 2], [1, 1, 1, 1, 2, 1], [0, 1, 2, 2, 0, 1]]",-,27,6.655204535,3038,2082,1.326453686,61,86,1.192811012,61,86,132,2.977063894,260,254,268
"[[1, 1, 2, 1, 1, 1], [1, 1, 1, 1, 1, 2], [1, 2, 0, 1, 1, 1], [1, 1, 1, 3, 2, 0], [1, 1, 2, 1, 1, 1], [1, 1, 1, 1, 2, 2]]",-,25,1.052195787,1134,469,3.412350416,232,170,3.455760002,232,170,387,2.97305274,283,201,324
"[[2, 1, 1, 2, 2, 1], [1, 1, 0, 1, 1, 1], [0, 1, 1, 1, 1, 1], [1, 1, 1, 2, 1, 1], [1, 2, 1, 1, 1, 0], [1, 3, 1, 2, 1, 2]]",-,25,0.601391792,729,388,1.731371164,116,101,1.566810846,116,101,194,1.373327971,164,123,163
,,,,,,,,,,,,,,,,
"[[2, 1, 0, 1, 2, 2], [1, 1, 0, 1, 1, 1], [2, 1, 2, 2, 2, 1], [1, 1, 1, 1, 1, 2], [2, 1, 1, 1, 1, 2], [1, 1, 1, 1, 1, 3]]",-,28,7.059126139,3185,1921,3.365002632,183,201,3.243329048,183,201,364,4.055158615,276,317,415
"[[3, 1, 1, 1, 1, 1], [2, 1, 2, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 1, 1, 1, 1, 1], [1, 1, 0, 0, 1, 2], [1, 1, 2, 1, 1, 2]]",-,18,0.051863432,114,39,0.418877602,39,32,0.338095903,39,32,56,0.354088068,78,44,47
"[[2, 1, 1, 1, 2, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 3, 1, 0], [1, 2, 1, 1, 1, 2], [1, 1, 1, 1, 1, 1], [2, 1, 1, 1, 1, 1]]",-,23,0.227361202,364,110,1.765280962,143,87,1.587754726,143,87,210,1.189819813,149,87,156
"[[2, 1, 1, 2, 2, 2], [1, 1, 1, 0, 1, 1], [2, 1, 1, 1, 3, 1], [0, 2, 2, 1, 1, 2], [1, 1, 2, 1, 1, 1], [1, 1, 1, 1, 2, 2]]",-,30,13.1942687,4463,2841,1.260636091,56,66,1.139909744,56,66,109,3.647756338,218,227,240
"[[2, 1, 1, 1, 1, 1], [1, 1, 1, 0, 1, 2], [0, 1, 2, 1, 2, 1], [1, 3, 1, 1, 1, 1], [1, 2, 1, 1, 2, 1], [1, 1, 1, 1, 1, 0]]",-,22,0.433842659,528,237,1.513949633,117,104,1.536892891,117,104,200,1.289550543,148,127,169
"[[1, 1, 1, 1, 1, 2], [1, 1, 0, 1, 2, 0], [1, 1, 1, 1, 1, 2], [0, 1, 0, 2, 3, 1], [1, 1, 1, 1, 1, 1], [0, 0, 1, 2, 1, 1]]",-,17,0.145610332,182,92,0.752987385,75,69,0.691151857,75,69,129,0.546539068,85,68,93
"[[1, 1, 1, 1, 0, 2], [1, 1, 2, 1, 1, 2], [1, 1, 1, 1, 1, 2], [1, 1, 1, 3, 2, 1], [1, 0, 1, 0, 1, 1], [2, 1, 2, 0, 1, 1]]",-,22,0.544546127,606,305,0.919540882,59,59,0.957439184,59,59,110,1.877980471,82,65,91
"[[1, 1, 1, 1, 1, 1], [0, 1, 1, 0, 1, 1], [0, 1, 2, 2, 1, 1], [1, 1, 2, 1, 1, 1], [2, 0, 1, 0, 1, 2], [2, 1, 1, 1, 0, 3]]",-,17,0.072804689,91,92,0.340090036,22,30,0.295211554,22,30,40,0.621338367,48,45,19
"[[1, 2, 1, 1, 0, 1], [1, 2, 1, 3, 2, 1], [1, 1, 0, 2, 1, 1], [1, 0, 1, 1, 1, 1], [1, 1, 1, 1, 1, 1], [1, 2, 1, 1, 1, 1]]",-,19,0.406912088,351,114,1.64260745,119,97,1.494005919,119,97,208,1.705442667,152,97,128
"[[1, 1, 1, 1, 2, 2], [1, 1, 1, 1, 0, 1], [1, 1, 1, 0, 1, 1], [1, 2, 1, 1, 2, 1], [2, 1, 1, 0, 1, 1], [3, 1, 1, 1, 1, 1]]",-,16,0.073802948,61,47,0.466753244,16,22,0.215423584,16,22,26,0.063863277,61,47,0
"[[1, 1, 1, 1, 2, 2], [1, 1, 1, 3, 1, 1], [1, 1, 1, 2, 1, 1], [2, 0, 1, 2, 2, 1], [0, 0, 1, 1, 1, 1], [2, 1, 1, 2, 1, 1]]",-,31,4.455121755599976,3982,724,15.88748836517334,1148,530,15.69306468963623,1148,530,1670,13.699370861053467,1157,533,1395
"[[1, 1, 2, 1, 1, 1], [1, 1, 1, 1, 1, 3], [1, 2, 1, 1, 1, 1], [1, 2, 1, 0, 2, 1], [1, 1, 0, 1, 2, 1], [2, 0, 1, 1, 1, 1]]",-,23,0.32114195823669434,473,210,1.515946626663208,104,106,1.494004249572754,104,106,200,1.1379568576812744,108,105,154
"[[3, 1, 1, 1, 1, 1], [1, 1, 1, 0, 2, 1], [2, 0, 2, 1, 1, 1], [1, 1, 1, 0, 1, 1], [1, 1, 1, 1, 1, 1], [1, 1, 1, 2, 2, 1]]",-,19,0.08174538612365723,137,74,0.3749973773956299,36,32,0.3470723628997803,36,32,54,0.38999080657958984,60,54,48
"[[2, 1, 1, 0, 1, 1], [1, 1, 2, 1, 1, 1], [2, 1, 2, 2, 0, 1], [1, 1, 1, 1, 2, 1], [1, 2, 1, 2, 1, 1], [1, 1, 0, 1, 3, 1]]",-,24,3.3590195178985596,2235,1237,5.262929916381836,318,433,5.126293659210205,318,433,699,4.622639417648315,343,450,604
"[[1, 1, 1, 1, 1, 1], [1, 1, 1, 1, 0, 1], [1, 2, 1, 1, 1, 1], [1, 1, 1, 1, 1, 3], [1, 0, 1, 1, 1, 1], [1, 1, 1, 1, 2, 2]]",-,12,0.024933576583862305,44,29,0.17553019523620605,17,21,0.14461350440979004,17,21,25,0.057845115661621094,44,29,0
"[[1, 2, 0, 2, 1, 1], [1, 1, 2, 1, 2, 2], [1, 1, 1, 1, 2, 0], [1, 1, 3, 0, 1, 1], [2, 1, 2, 1, 1, 1], [2, 2, 2, 1, 1, 1]]",-,30,20.873700618743896,6652,3568,7.58771538734436,402,390,7.8190929889678955,402,390,777,6.824752569198608,431,397,677
"[[0, 1, 0, 1, 1, 1], [2, 1, 1, 0, 1, 3], [1, 1, 2, 0, 1, 1], [1, 1, 2, 2, 1, 2], [2, 1, 1, 1, 1, 1], [1, 1, 1, 1, 1, 2]]",-,23,0.46974611282348633,563,287,1.19679856300354,81,98,1.2666492462158203,81,98,170,1.1658470630645752,101,115,152
